,,,,,,DATAX,,,,,,,,DATAY,,,,,,,,DELTAX,,,,,,,,DELTAY
MeshID,Points,MIN,MEDIAN,MEAN,MAX,VAR,STD,KUR,SKW,MIN,MEDIAN,MEAN,MAX,VAR,STD,KUR,SKW,MIN,MEDIAN,MEAN,MAX,VAR,STD,KUR,SKW,MIN,MEDIAN,MEAN,MAX,VAR,STD,KUR,SKW
1,1271,,-0.572172169320138,-0.226385293587844,-0.223994890746868,0.558481123819331,0.0544145814892406,0.233269332509099,0.943545797408564,0.729092395058963,-0.30231817910496,-0.216171988480258,-0.21222537590972,-0.091531808373808,0.00306552729807079,0.0553672041742292,-0.868606156639115,0.287696336630526,1.56164169311523E-05,0.0190293788909912,0.0307604377975643,1.68937373161316,0.00733905504689377,0.085668284953615,329.637531308513,17.2446267249399,5.50746917724609E-05,0.0364187210798264,0.049568840591457,0.926493853330612,0.0031583647699593,0.0561993306896025,72.5196207474595,6.33021957266761
2,1261,,-0.573990070132338,-0.229012716961677,-0.243472255141472,0.142760541128058,0.0390164114959278,0.197525723630943,-1.12135689375198,-0.0205071404331267,-0.302256380606516,-0.211272988906651,-0.209999614641318,-0.0921460204839254,0.00315213490343262,0.0561438768115689,-0.956516796320396,0.212068144823016,1.10864639282227E-05,0.0188882946968079,0.0306055216175053,1.46887481212616,0.00513617705893102,0.0716671267662589,291.831942940618,15.7672485059506,1.26957893371582E-05,0.0390352606773376,0.053370398590489,0.791714787483215,0.00400646420452207,0.0632966365972321,36.0975556576863,4.88083440666429
3,1235,,-0.57360212045279,-0.226501111994727,-0.241471618593362,0.122167200909509,0.0375048537126384,0.193661699137022,-1.09373376367095,-0.0765756877621159,-0.301508935000147,-0.212973628063285,-0.20994909373651,-0.0914533394565778,0.00317915898434881,0.0563840312885555,-0.965928425528157,0.242124451189393,7.0035457611084E-05,0.0193064212799072,0.0311789728196963,1.5134693980217,0.00541454646102967,0.0735836018487113,292.670088769328,15.8311681250653,9.27448272705078E-05,0.0346653908491135,0.0513327553312821,0.938447147607803,0.00411120997766656,0.0641187178417235,55.7032160960856,5.94066764276041
4,792,,-0.573152467265952,-0.20704758926611,-0.204182885407363,0.569303341245468,0.0584948563054564,0.241857098935418,0.951136192809673,0.718830043839639,-0.30218388337495,-0.249490076260296,-0.247582743941991,-0.153906905805302,0.00107295545790357,0.0327559988079064,-0.651616743469473,0.342664356314539,5.16176223754883E-05,0.0187680721282959,0.0332230089711233,1.66274327039719,0.00809441774993902,0.0899689821546238,270.914263867289,15.2605663072806,3.41534614562988E-05,0.0313100218772888,0.0475373311455723,1.01041260361671,0.00463355085218722,0.0680701906284037,97.8625863915788,8.0588405078401
5,3368,,-0.574351394687531,-0.175184804794925,-0.186238390400258,0.46896142372011,0.0564832441068468,0.237662037580357,-0.708502325880215,0.189499072809217,-0.30177989957768,-0.0667667738582307,-0.0707938926207054,0.150600214664501,0.0158067129382865,0.125724750698844,-1.21860022355142,-0.0703636779688362,1.04308128356934E-05,0.0179505944252014,0.0285762566266982,1.80989766120911,0.00577834872218328,0.0760154505491041,370.648462001154,18.0362751946788,6.79492950439453E-06,0.0383050143718719,0.0503778077675406,0.72462771832943,0.00221228405565834,0.0470349237871003,30.0810987052171,3.45654469765785
6,3448,,-0.574605313906223,-0.151116267517839,-0.158265216155475,0.507611334547281,0.0586493875736556,0.242176356347302,-0.545517489645596,0.163604356105655,-0.302712540581125,-0.0667286771051315,-0.0654917014786892,0.150802769514602,0.0179374612014314,0.133930807514296,-1.22653852148633,-0.0445576857197679,1.47223472595215E-05,0.0181912779808044,0.030178523204552,1.72547507286072,0.00482479596593979,0.0694607512624201,314.754593962835,15.8309514563405,3.39746475219727E-05,0.0373480170965195,0.049163386562653,0.490095198154449,0.0020200610798832,0.0449450896081341,8.97733391435038,2.24474555579442
7,3412,,-0.574629412912034,-0.17112286373389,-0.173518130748648,0.504926609959741,0.0560899141133043,0.236833093365991,-0.431464711320366,0.233616148595164,-0.302102512384409,-0.0640104920157599,-0.0624824892943249,0.208040288905288,0.0185017972205644,0.136021311641097,-1.16111159718357,-0.0211329095053749,9.29832458496094E-06,0.0170397574547678,0.0285073174092795,1.64879977703094,0.00561417199340309,0.0749277785164026,303.318470151334,16.1397300420988,2.03326344490051E-05,0.0363496097270399,0.0471434455145968,0.551220685243607,0.00186610014871493,0.0431983813205418,14.4250952521424,2.54563134987393
8,3626,,-0.573978796731963,-0.134375685354046,-0.127740163231373,0.565809667440679,0.0644593867193117,0.253888532075223,-0.394304614741468,0.271074006792707,-0.302163412956214,-0.0529951575567028,-0.0567500094299715,0.179559850894301,0.017497058955657,0.132276448983396,-1.27344373605757,-0.0881061376084682,2.56896018981934E-05,0.0157763361930847,0.0316087615762934,1.75784939527512,0.00706258245007097,0.0840391721167633,171.232211700677,11.6061650669467,1.25765800476074E-05,0.0365679860115051,0.0468341876664681,0.740175008773804,0.00198930447693109,0.0446016196671275,34.702637292074,3.81572763290432
9,3695,,-0.575303516763135,-0.146323604563155,-0.140564591906242,0.534832927528044,0.0605010153802459,0.245969541570183,-0.551817113661393,0.223086183305324,-0.301739423165145,-0.0731288842985607,-0.0689394358500905,0.150857170931235,0.0175029211698097,0.132298606076594,-1.27002367005543,0.0182615270220356,4.82797622680664E-06,0.015454113483429,0.0286595614402666,1.28687697649002,0.00478150378511005,0.0691484185293492,189.697700440524,12.1735770460374,7.85291194915771E-06,0.0354760438203812,0.0459446113958405,0.58157280087471,0.0019806294054937,0.0445042627789035,30.7155456298755,3.82273197414106
10,3511,,-0.573657720354524,-0.152931393649398,-0.147676065341705,0.564393745687773,0.0559893986548437,0.236620790833865,-0.429765910084877,0.231436552674518,-0.302603729746255,-0.0749140993319688,-0.0722228935507791,0.150910549206616,0.0160410439017316,0.126653242760427,-1.20282819495206,0.021648709800698,8.22544097900391E-06,0.0151058733463287,0.0291484965513457,1.7218896150589,0.00560375904211695,0.074858259678655,172.962135532319,11.4097046195561,3.66717576980591E-05,0.0330614149570465,0.0442713432397811,0.589628458023071,0.00183439194111074,0.0428298020204476,17.0525756083662,2.94961609780845
11,3723,,-0.575644197623315,-0.138887335492354,-0.129770413728116,0.55375431536729,0.0633879899656759,0.251769716140913,-0.765133310846475,0.156627268795686,-0.302039558004567,-0.0922134943245193,-0.0865968549624688,0.150730033590465,0.015692185289853,0.125268452891592,-1.16872092148204,0.0953255149254722,6.49690628051758E-06,0.0149812996387482,0.0281787299188515,1.12861448526382,0.00417527914942763,0.0646164000036185,119.839612268263,9.35042924079907,1.81794166564941E-05,0.0320887533016503,0.0410412706850624,0.386117935180664,0.00139091702880734,0.0372950000510436,11.3564512523942,2.4232604893345
12,3873,,-0.574529658097304,-0.149332598506718,-0.132138727186943,0.536722664589061,0.0584339621982218,0.241731177546922,-0.813119977692375,0.216917912162493,-0.301728999080864,-0.0900268370388671,-0.0854487029434459,0.150920240957102,0.0167947086186799,0.129594400414061,-1.20827690488158,0.0785250103512152,5.15580177307129E-06,0.0147599875926971,0.0298389717566583,1.02689629793167,0.00437293278745258,0.0661281542722355,75.2839130590975,7.34439302086913,2.58088111877441E-05,0.0316878668963909,0.0444232393053749,0.562744557857513,0.00227193658459945,0.0476648359338355,23.8271109926242,3.79613860345096
