,,,,,,DATAX,,,,,,,,DATAY,,,,,,,,DELTAX,,,,,,,,DELTAY
MeshID,Points,MIN,MEDIAN,MEAN,MAX,VAR,STD,KUR,SKW,MIN,MEDIAN,MEAN,MAX,VAR,STD,KUR,SKW,MIN,MEDIAN,MEAN,MAX,VAR,STD,KUR,SKW,MIN,MEDIAN,MEAN,MAX,VAR,STD,KUR,SKW
1,1271,,-0.572172169320138,-0.226385293587844,-0.223994890746868,0.558481123819331,0.0544145814892406,0.233269332509099,0.943545797408564,0.729092395058963,-0.30231817910496,-0.216171988480258,-0.21222537590972,-0.091531808373808,0.00306552729807079,0.0553672041742292,-0.868606156639115,0.287696336630526,-1.68937373161316,0.00112446025013924,0.000268260090369889,0.343703508377075,0.00828593319025676,0.0910271014053329,278.247003293421,-14.9730642092232,-0.55888307094574,0.000836089253425598,0.000171059546038852,0.926493853330612,0.00561734166845456,0.0749489270667336,29.6108847228398,1.70272775955768
2,1261,,-0.573990070132338,-0.229012716961677,-0.243472255141472,0.142760541128058,0.0390164114959278,0.197525723630943,-1.12135689375198,-0.0205071404331267,-0.302256380606516,-0.211272988906651,-0.209999614641318,-0.0921460204839254,0.00315213490343262,0.0561438768115689,-0.956516796320396,0.212068144823016,-1.46887481212616,0.00160220265388489,0.000399934441324268,0.241335127560887,0.00607345893936153,0.077932399804969,228.250919725977,-12.8825978891275,-0.552870213985443,-0.00117738544940948,4.13015248283117E-05,0.791714787483215,0.00685712437311903,0.0828077555131102,17.6153748237535,0.65613169514224
3,1235,,-0.57360212045279,-0.226501111994727,-0.241471618593362,0.122167200909509,0.0375048537126384,0.193661699137022,-1.09373376367095,-0.0765756877621159,-0.301508935000147,-0.212973628063285,-0.20994909373651,-0.0914533394565778,0.00317915898434881,0.0563840312885555,-0.965928425528157,0.242124451189393,-1.5134693980217,0.00173509120941162,0.000373158259755012,0.246717048925348,0.00638732387236106,0.0799207349338146,229.854826723745,-13.0034826763416,-0.532614529132843,-0.000478744506835938,0.000111402143728852,0.938447147607803,0.00674838643312327,0.0821485631835595,27.444649174454,1.67329442858766
4,792,,-0.573152467265952,-0.20704758926611,-0.204182885407363,0.569303341245468,0.0584948563054564,0.241857098935418,0.951136192809673,0.718830043839639,-0.30218388337495,-0.249490076260296,-0.247582743941991,-0.153906905805302,0.00107295545790357,0.0327559988079064,-0.651616743469473,0.342664356314539,-1.66274327039719,0.00246095657348633,0.000535399965028255,0.249590039253235,0.00919929623415479,0.0959129617630213,227.55388597781,-13.1353891764298,-0.527937293052673,-0.00189045071601868,-8.8456872139547E-05,1.01041260361671,0.00689620137371889,0.0830433704380963,54.1969428634745,3.50943057462387
5,3368,,-0.574351394687531,-0.175184804794925,-0.186238390400258,0.46896142372011,0.0564832441068468,0.237662037580357,-0.708502325880215,0.189499072809217,-0.30177989957768,-0.0667667738582307,-0.0707938926207054,0.150600214664501,0.0158067129382865,0.125724750698844,-1.21860022355142,-0.0703636779688362,-1.80989766120911,0.00147700309753418,0.000213795425915251,0.425830431107897,0.00659514804613589,0.0812105168444081,305.500961345738,-15.3641165733313,-0.411978960037231,-0.00103101134300232,0.00021485483784467,0.72462771832943,0.00475091538277841,0.0689268843251921,9.15837795986361,0.68709363728756
6,3448,,-0.574605313906223,-0.151116267517839,-0.158265216155475,0.507611334547281,0.0586493875736556,0.242176356347302,-0.545517489645596,0.163604356105655,-0.302712540581125,-0.0667286771051315,-0.0654917014786892,0.150802769514602,0.0179374612014314,0.133930807514296,-1.22653852148633,-0.0445576857197679,-1.72547507286072,0.00190615653991699,0.000437006557509911,0.359035551548004,0.00573561248857454,0.0757338265808254,242.457984336819,-12.6172084796434,-0.355379566550255,-0.00128632783889771,0.000166455684172881,0.490095198154449,0.00443777334677121,0.066616614645081,3.30305523144833,0.143347202925519
7,3412,,-0.574629412912034,-0.17112286373389,-0.173518130748648,0.504926609959741,0.0560899141133043,0.236833093365991,-0.431464711320366,0.233616148595164,-0.302102512384409,-0.0640104920157599,-0.0624824892943249,0.208040288905288,0.0185017972205644,0.136021311641097,-1.16111159718357,-0.0211329095053749,-1.64879977703094,0.00173580646514893,5.46375211472294E-05,0.492818146944046,0.00642707447195348,0.0801690368655722,250.212184006909,-13.5938915832918,-0.348073601722717,-0.00196337699890137,0.000193239516507331,0.551220685243607,0.0040892190120786,0.0639470015878665,4.72648214798158,0.319335051759511
8,3626,,-0.573978796731963,-0.134375685354046,-0.127740163231373,0.565809667440679,0.0644593867193117,0.253888532075223,-0.394304614741468,0.271074006792707,-0.302163412956214,-0.0529951575567028,-0.0567500094299715,0.179559850894301,0.017497058955657,0.132276448983396,-1.27344373605757,-0.0881061376084682,-1.75784939527512,0.00131160020828247,-4.17030268697632E-06,0.681559652090073,0.00806197193471742,0.0897884844215416,144.793745301741,-8.43017939504259,-0.439579352736473,-0.00221797823905945,0.000148382491078921,0.740175008773804,0.0041833288420461,0.0646786583197742,10.918850780012,0.762984496251322
9,3695,,-0.575303516763135,-0.146323604563155,-0.140564591906242,0.534832927528044,0.0605010153802459,0.245969541570183,-0.551817113661393,0.223086183305324,-0.301739423165145,-0.0731288842985607,-0.0689394358500905,0.150857170931235,0.0175029211698097,0.132298606076594,-1.27002367005543,0.0182615270220356,-1.28687697649002,0.00127765536308289,0.000344357041326425,0.678338706493378,0.0056029780459744,0.0748530429974253,152.98570751532,-8.88666418138721,-0.565294295549393,-0.00186802074313164,0.000130152691843511,0.58157280087471,0.00409209137438873,0.0639694565741239,10.3643893034162,0.18416166993907
10,3511,,-0.573657720354524,-0.152931393649398,-0.147676065341705,0.564393745687773,0.0559893986548437,0.236620790833865,-0.429765910084877,0.231436552674518,-0.302603729746255,-0.0749140993319688,-0.0722228935507791,0.150910549206616,0.0160410439017316,0.126653242760427,-1.20282819495206,0.021648709800698,-1.7218896150589,0.00167365372180939,0.000440839909420433,0.819930046796799,0.00645344162830589,0.0803333158054981,143.9569046754,-7.35358303393882,-0.385346442461014,-0.00114696825039573,0.00022733555390287,0.589628458023071,0.00379485062714936,0.0616023589414347,6.30280876418513,0.100064296228376
